year,modeled_scenario,Total15plus,Total15to49,indicator,mean,upper_CI,lower_CI,type,group
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,IncPrevRatio15plus,NA,0.09530196,NA,Incidence:Prevalence ratio,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,IncPrevRatio15to49,NA,0.0964526125,NA,Incidence:Prevalence ratio,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,NewAdultHIV,NA,419742.775,NA,New HIV infections,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,NewHIV15to49,NA,397864.275,NA,New HIV infections,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,Prev15plus,NA,0.136023475,NA,HIV prevalence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,Prev15to49,NA,0.161162925,NA,HIV prevalence,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,TotHIV15,NA,4472638,NA,Total living with HIV,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32899110,26117377.5,TotHIV15to49,NA,4206033.5,NA,Total living with HIV,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,ARTcoverage15to49,NA,NA,0.019488405,ART coverage,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,ARTcoverageAdult,NA,NA,0.01973971,ART coverage,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,HIVinc15plus,NA,NA,0.0139071275,HIV incidence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,HIVinc15to49,NA,NA,0.017227955,HIV incidence,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,IncPrevRatio15plus,NA,NA,0.088336595,Incidence:Prevalence ratio,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,IncPrevRatio15to49,NA,NA,0.089672505,Incidence:Prevalence ratio,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,NewAdultHIV,NA,NA,398582.6,New HIV infections,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,NewHIV15to49,NA,NA,377151.1,New HIV infections,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,Prev15plus,NA,NA,0.1310956,HIV prevalence,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,Prev15to49,NA,NA,0.155601725,HIV prevalence,15-49 years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,TotHIV15,NA,NA,4306258.25,Total living with HIV,15+ years
2005,No PrEP + No VMMC + Condom usage 23%,32842135,26068570,TotHIV15to49,NA,NA,4058862.25,Total living with HIV,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,ARTcoverage15to49,0.03824402,NA,NA,ART coverage,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,ARTcoverageAdult,0.03881196,NA,NA,ART coverage,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,HIVinc15plus,0.01385841,NA,NA,HIV incidence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,HIVinc15to49,0.01716396,NA,NA,HIV incidence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,IncPrevRatio15plus,0.08736914,NA,NA,Incidence:Prevalence ratio,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,IncPrevRatio15to49,0.08881899,NA,NA,Incidence:Prevalence ratio,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,NewAdultHIV,402812.5,NA,NA,New HIV infections,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,NewHIV15to49,380136.5,NA,NA,New HIV infections,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,Prev15plus,0.1369285,NA,NA,HIV prevalence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,Prev15to49,0.1619779,NA,NA,HIV prevalence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,TotHIV15,4575782,NA,NA,Total living with HIV,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33417170,26427900,TotHIV15to49,4280735,NA,NA,Total living with HIV,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,ARTcoverage15to49,NA,0.03898016,NA,ART coverage,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,ARTcoverageAdult,NA,0.039570495,NA,ART coverage,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,HIVinc15plus,NA,0.0141441225,NA,HIV incidence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,HIVinc15to49,NA,0.017537945,NA,HIV incidence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,IncPrevRatio15plus,NA,0.089707715,NA,Incidence:Prevalence ratio,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,IncPrevRatio15to49,NA,0.0909713,NA,Incidence:Prevalence ratio,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,NewAdultHIV,NA,410801.25,NA,New HIV infections,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,NewHIV15to49,NA,388251.575,NA,New HIV infections,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,Prev15plus,NA,0.13888452499999998,NA,HIV prevalence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,Prev15to49,NA,0.164336975,NA,HIV prevalence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,TotHIV15,NA,4642830.75,NA,Total living with HIV,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33447135,26452152.5,TotHIV15to49,NA,4343595,NA,Total living with HIV,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,ARTcoverage15to49,NA,NA,0.037747425,ART coverage,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,ARTcoverageAdult,NA,NA,0.0383030925,ART coverage,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,HIVinc15plus,NA,NA,0.013427555,HIV incidence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,HIVinc15to49,NA,NA,0.01664764,HIV incidence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,IncPrevRatio15plus,NA,NA,0.08325555,Incidence:Prevalence ratio,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,IncPrevRatio15to49,NA,NA,0.084656115,Incidence:Prevalence ratio,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,NewAdultHIV,NA,NA,389774.725,New HIV infections,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,NewHIV15to49,NA,NA,367701.975,New HIV infections,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,Prev15plus,NA,NA,0.13416357499999998,HIV prevalence,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,Prev15to49,NA,NA,0.1591082,HIV prevalence,15-49 years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,TotHIV15,NA,NA,4479165,Total living with HIV,15+ years
2006,No PrEP + No VMMC + Condom usage 23%,33380492.5,26398382.5,TotHIV15to49,NA,NA,4202451,Total living with HIV,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,ARTcoverage15to49,0.06467511,NA,NA,ART coverage,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,ARTcoverageAdult,0.06589749,NA,NA,ART coverage,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,HIVinc15plus,0.01345833,NA,NA,HIV incidence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,HIVinc15to49,0.01666792,NA,NA,HIV incidence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,IncPrevRatio15plus,0.08259735,NA,NA,Incidence:Prevalence ratio,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,IncPrevRatio15to49,0.08415629,NA,NA,Incidence:Prevalence ratio,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,NewAdultHIV,397118.2,NA,NA,New HIV infections,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,NewHIV15to49,373810.2,NA,NA,New HIV infections,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,Prev15plus,0.1401328,NA,NA,HIV prevalence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,Prev15to49,0.1653418,NA,NA,HIV prevalence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,TotHIV15,4772836,NA,NA,Total living with HIV,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34059240,26869460,TotHIV15to49,4442643,NA,NA,Total living with HIV,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,ARTcoverage15to49,NA,0.0659014825,NA,ART coverage,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,ARTcoverageAdult,NA,0.0671782075,NA,ART coverage,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,HIVinc15plus,NA,0.01371964249999999,NA,HIV incidence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,HIVinc15to49,NA,0.0170172775,NA,HIV incidence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,IncPrevRatio15plus,NA,0.08483342999999999,NA,Incidence:Prevalence ratio,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,IncPrevRatio15to49,NA,0.086207755,NA,Incidence:Prevalence ratio,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,NewAdultHIV,NA,404499.875,NA,New HIV infections,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,NewHIV15to49,NA,381356,NA,New HIV infections,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,Prev15plus,NA,0.141859225,NA,HIV prevalence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,Prev15to49,NA,0.167390475,NA,HIV prevalence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,TotHIV15,NA,4834178.75,NA,Total living with HIV,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34095247.5,26898910,TotHIV15to49,NA,4498778.25,NA,Total living with HIV,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,ARTcoverage15to49,NA,NA,0.0639800225,ART coverage,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,ARTcoverageAdult,NA,NA,0.0651714075,ART coverage,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,HIVinc15plus,NA,NA,0.0130372425,HIV incidence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,HIVinc15to49,NA,NA,0.016160275,HIV incidence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,IncPrevRatio15plus,NA,NA,0.078866195,Incidence:Prevalence ratio,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,IncPrevRatio15to49,NA,NA,0.080382795,Incidence:Prevalence ratio,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,NewAdultHIV,NA,NA,384332.425,New HIV infections,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,NewHIV15to49,NA,NA,361618.55,New HIV infections,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,Prev15plus,NA,NA,0.1372234,HIV prevalence,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,Prev15to49,NA,NA,0.16236985,HIV prevalence,15-49 years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,TotHIV15,NA,NA,4668239.5,Total living with HIV,15+ years
2007,No PrEP + No VMMC + Condom usage 23%,34015830,26840062.5,TotHIV15to49,NA,NA,4359468.5,Total living with HIV,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,ARTcoverage15to49,0.09874832,NA,NA,ART coverage,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,ARTcoverageAdult,0.101079,NA,NA,ART coverage,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,HIVinc15plus,0.01308157,NA,NA,HIV incidence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,HIVinc15to49,0.01620265,NA,NA,HIV incidence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,IncPrevRatio15plus,0.078045,NA,NA,Incidence:Prevalence ratio,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,IncPrevRatio15to49,0.07975582,NA,NA,Incidence:Prevalence ratio,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,NewAdultHIV,391667.2,NA,NA,New HIV infections,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,NewHIV15to49,367734,NA,NA,New HIV infections,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,Prev15plus,0.1435753,NA,NA,HIV prevalence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,Prev15to49,0.1688738,NA,NA,HIV prevalence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,TotHIV15,4982672,NA,NA,Total living with HIV,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34704030,27307380,TotHIV15to49,4611509,NA,NA,Total living with HIV,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,ARTcoverage15to49,NA,0.100654975,NA,ART coverage,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,ARTcoverageAdult,NA,0.103093625,NA,ART coverage,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,HIVinc15plus,NA,0.0133183,NA,HIV incidence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,HIVinc15to49,NA,0.016523445,NA,HIV incidence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,IncPrevRatio15plus,NA,0.0801709675,NA,Incidence:Prevalence ratio,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,IncPrevRatio15to49,NA,0.08169965,NA,Incidence:Prevalence ratio,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,NewAdultHIV,NA,398345.225,NA,New HIV infections,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,NewHIV15to49,NA,374627.75,NA,New HIV infections,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,Prev15plus,NA,0.145135625,NA,HIV prevalence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,Prev15to49,NA,0.17075010000000002,NA,HIV prevalence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,TotHIV15,NA,5041042.75,NA,Total living with HIV,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34747825,27343062.5,TotHIV15to49,NA,4662734.75,NA,Total living with HIV,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,ARTcoverage15to49,NA,NA,0.0977980575,ART coverage,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,ARTcoverageAdult,NA,NA,0.10006582499999998,ART coverage,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,HIVinc15plus,NA,NA,0.0126770725,HIV incidence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,HIVinc15to49,NA,NA,0.01571266,HIV incidence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,IncPrevRatio15plus,NA,NA,0.07466914,Incidence:Prevalence ratio,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,IncPrevRatio15to49,NA,NA,0.07634537999999999,Incidence:Prevalence ratio,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,NewAdultHIV,NA,NA,379338.375,New HIV infections,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,NewHIV15to49,NA,NA,355976.22500000003,New HIV infections,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,Prev15plus,NA,NA,0.14049005,HIV prevalence,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,Prev15to49,NA,NA,0.16576965,HIV prevalence,15-49 years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,TotHIV15,NA,NA,4868609.75,Total living with HIV,15+ years
2008,No PrEP + No VMMC + Condom usage 23%,34653565,27277785,TotHIV15to49,NA,NA,4522429.5,Total living with HIV,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,ARTcoverage15to49,0.1373579,NA,NA,ART coverage,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,ARTcoverageAdult,0.1411966,NA,NA,ART coverage,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,HIVinc15plus,0.01264337,NA,NA,HIV incidence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,HIVinc15to49,0.01566,NA,NA,HIV incidence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,IncPrevRatio15plus,0.07323992,NA,NA,Incidence:Prevalence ratio,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,IncPrevRatio15to49,0.07510912,NA,NA,Incidence:Prevalence ratio,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,NewAdultHIV,383892.8,NA,NA,New HIV infections,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,NewHIV15to49,359434.8,NA,NA,New HIV infections,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,Prev15plus,0.147236,NA,NA,HIV prevalence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,Prev15to49,0.1725472,NA,NA,HIV prevalence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,TotHIV15,5204627,NA,NA,Total living with HIV,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35348610,27738640,TotHIV15to49,4786242,NA,NA,Total living with HIV,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,ARTcoverage15to49,NA,0.140164925,NA,ART coverage,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,ARTcoverageAdult,NA,0.14418325,NA,ART coverage,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,HIVinc15plus,NA,0.0128498175,NA,HIV incidence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,HIVinc15to49,NA,0.01594491,NA,HIV incidence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,IncPrevRatio15plus,NA,0.075268645,NA,Incidence:Prevalence ratio,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,IncPrevRatio15to49,NA,0.07699447499999999,NA,Incidence:Prevalence ratio,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,NewAdultHIV,NA,390095.475,NA,New HIV infections,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,NewHIV15to49,NA,365514.375,NA,New HIV infections,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,Prev15plus,NA,0.148880525,NA,HIV prevalence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,Prev15to49,NA,0.174400025,NA,HIV prevalence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,TotHIV15,NA,5262760.75,NA,Total living with HIV,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35399780,27780092.5,TotHIV15to49,NA,4835325,NA,Total living with HIV,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,ARTcoverage15to49,NA,NA,0.1361159,ART coverage,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,ARTcoverageAdult,NA,NA,0.139776975,ART coverage,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,HIVinc15plus,NA,NA,0.0122561275,HIV incidence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,HIVinc15to49,NA,NA,0.01518886249999999,HIV incidence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,IncPrevRatio15plus,NA,NA,0.0702163375,Incidence:Prevalence ratio,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,IncPrevRatio15to49,NA,NA,0.0720604325,Incidence:Prevalence ratio,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,NewAdultHIV,NA,NA,372180.9250000001,New HIV infections,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,NewHIV15to49,NA,NA,348270.125,New HIV infections,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,Prev15plus,NA,NA,0.14398862499999998,HIV prevalence,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,Prev15to49,NA,NA,0.16932815,HIV prevalence,15-49 years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,TotHIV15,NA,NA,5081354,Total living with HIV,15+ years
2009,No PrEP + No VMMC + Condom usage 23%,35288830,27705940,TotHIV15to49,NA,NA,4691751.25,Total living with HIV,15-49 years
2010,No PrEP + No VMMC + Condom usage 23%,35994830,28165300,ARTcoverage15to49,0.1885452,NA,NA,ART coverage,15-49 years
2010,No PrEP + No VMMC + Condom usage 23%,35994830,28165300,ARTcoverageAdult,0.1943869,NA,NA,ART coverage,15+ years
